complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly
C2930,"Streetlights not working near Lane 44 in Bibwewadi, causing night-time hazards.",Bibwewadi,Streetlight Issue,2025-02-26,Electricity Issue,Medium,Resolved,Sinhagad Road,Illegal Construction,2,2024-04-05,Medium,5,Issue handled professionally.,Completed,4706,2024-04-26,4338,4706,Yes,Streetlight Issue,Bibwewadi
C2931,"Tree fallen near Lane 5 in Swargate, blocking road and footpath.",Swargate,Tree Falling,2025-01-01,Streetlight Issue,Low,Resolved,Parvati,Illegal Construction,2,2024-05-23,Low,1,Had to follow up multiple times.,Completed,3326,2024-05-06,3819,3326,Yes,Tree Falling,Swargate
C2932,"Uncollected garbage near Lane 47 in Swargate, causing health concerns.",Swargate,Garbage Issue,2025-01-05,Sewage Problem,Low,Resolved,Baner,Road Damage,11,2024-02-11,Low,4,"Great service, very happy.",Completed,5473,2024-04-15,5276,5473,No,Garbage Issue,Swargate
C2933,"Damaged road with potholes near Lane 20 in Sinhagad Road, dangerous for vehicles.",Sinhagad Road,Road Damage,2025-01-09,Tree Falling,High,Pending,Swargate,Road Damage,6,2024-05-07,High,4,"Great service, very happy.",In Progress,0,,-208,0,No,Road Damage,Sinhagad Road
C2934,"Unauthorized parking near Lane 2 in Camp, causing congestion.",Camp,Illegal Parking,2025-03-27,Streetlight Issue,Low,Pending,Parvati,Tree Fall,10,2024-07-23,Low,5,Appreciate the fast response.,Completed,8559,2024-09-16,9033,8559,Yes,Illegal Parking,Camp
C2935,"Unauthorized parking near Lane 43 in Deccan, causing congestion.",Deccan,Illegal Parking,2025-01-20,Streetlight Issue,High,Pending,Warje,Illegal Construction,11,2024-02-01,High,4,"Great service, very happy.",Completed,3717,2024-05-19,3516,3717,No,Illegal Parking,Deccan
C2936,"Water leakage from pipeline near Lane 11 in Kharadi, needs urgent attention.",Kharadi,Water Issue,2025-03-09,Sewage Problem,Medium,In Progress,Talegaon,Street Light,16,2024-11-25,Medium,5,Appreciate the fast response.,In Progress,0,,239,0,No,Water Issue,Kharadi
C2937,"Stray dogs causing fear near Lane 8 in NIBM Road, especially for kids.",NIBM Road,Animal Nuisance,2025-03-30,Illegal Parking,Low,Pending,Hadapsar,Animal Nuisance,7,2024-04-28,Low,4,"Resolved quickly, thanks!",Completed,9577,2024-06-09,9859,9577,No,Animal Nuisance,NIBM Road
C2938,"Stray dogs causing fear near Lane 64 in Kondhwa, especially for kids.",Kondhwa,Animal Nuisance,2025-02-18,Tree Falling,Low,Pending,Bavdhan,Tree Fall,10,2024-03-26,Low,4,Very satisfied with the resolution.,Completed,4103,2024-05-08,3645,4103,Yes,Animal Nuisance,Kondhwa
C2939,"Sewage overflow issue near Lane 30 in Pashan, foul smell and waterlogging.",Pashan,Sewage Problem,2025-03-26,Garbage Issue,Medium,Resolved,Kharadi,Noise Pollution,12,2024-08-03,Medium,4,Appreciate the fast response.,Rejected,0,,443,0,Yes,Sewage Problem,Pashan
C2940,"Damaged road with potholes near Lane 22 in Viman Nagar, dangerous for vehicles.",Viman Nagar,Road Damage,2025-04-08,Noise Pollution,High,In Progress,Wakad,Tree Fall,8,2024-11-17,High,4,Appreciate the fast response.,In Progress,0,,-158,0,No,Road Damage,Viman Nagar
C2941,"Tree fallen near Lane 21 in Dhanori, blocking road and footpath.",Dhanori,Tree Falling,2025-02-28,Animal Nuisance,High,Resolved,Camp,Drainage Problem,8,2024-11-05,High,2,Took too long to resolve.,Completed,3251,2024-12-29,3076,3251,No,Tree Falling,Dhanori
C2942,"Water leakage from pipeline near Lane 1 in Pimpri, needs urgent attention.",Pimpri,Water Issue,2025-01-10,Water Issue,Medium,Pending,Nanded,Animal Nuisance,20,2024-05-31,Medium,5,"Great service, very happy.",Completed,2112,2024-02-27,2425,2112,Yes,Water Issue,Pimpri
C2943,"Uncollected garbage near Lane 11 in Dhankawadi, causing health concerns.",Dhankawadi,Garbage Issue,2025-02-15,Road Damage,High,In Progress,Sinhagad Road,Noise Pollution,1,2024-10-24,High,5,Issue handled professionally.,In Progress,0,,-3,0,No,Garbage Issue,Dhankawadi
C2944,"Stray dogs causing fear near Lane 28 in Wagholi, especially for kids.",Wagholi,Animal Nuisance,2025-03-31,Tree Falling,Low,Pending,Lohegaon,Road Damage,6,2024-11-17,Low,5,Appreciate the fast response.,Completed,3690,2024-02-27,3553,3690,No,Animal Nuisance,Wagholi
C2945,"Damaged road with potholes near Lane 41 in Wanowrie, dangerous for vehicles.",Wanowrie,Road Damage,2025-01-26,Electricity Issue,Medium,Resolved,Dhankawadi,Animal Nuisance,18,2024-02-21,Medium,3,Average service.,Escalated,0,,390,0,Yes,Road Damage,Wanowrie
C2946,"Water leakage from pipeline near Lane 42 in Thergaon, needs urgent attention.",Thergaon,Water Issue,2025-04-04,Animal Nuisance,High,In Progress,Kondhwa,Road Damage,12,2024-06-06,High,3,"Not bad, not great.",Rejected,0,,-74,0,No,Water Issue,Thergaon
C2947,"Uncollected garbage near Lane 19 in Erandwane, causing health concerns.",Erandwane,Garbage Issue,2025-03-19,Tree Falling,Medium,In Progress,Bibwewadi,Tree Fall,5,2024-04-29,Medium,4,Issue handled professionally.,In Progress,0,,-480,0,Yes,Garbage Issue,Erandwane
C2948,"Water leakage from pipeline near Lane 31 in Parvati, needs urgent attention.",Parvati,Water Issue,2025-04-03,Sewage Problem,Low,Pending,Swargate,Street Light,10,2024-02-17,Low,5,Very satisfied with the resolution.,Completed,2272,2024-10-23,2178,2272,No,Water Issue,Parvati
C2949,"Unauthorized parking near Lane 60 in Kharadi, causing congestion.",Kharadi,Illegal Parking,2025-04-01,Electricity Issue,Low,In Progress,Fursungi,Street Light,20,2024-08-16,Low,3,Took some time but resolved.,Completed,5346,2024-05-19,5464,5346,No,Illegal Parking,Kharadi
C2950,"Sewage overflow issue near Lane 57 in Bavdhan, foul smell and waterlogging.",Bavdhan,Sewage Problem,2025-01-19,Sewage Problem,High,Pending,Viman Nagar,Tree Fall,18,2024-05-19,High,4,Appreciate the fast response.,In Progress,0,,-165,0,No,Sewage Problem,Bavdhan
C2951,"Uncollected garbage near Lane 28 in Viman Nagar, causing health concerns.",Viman Nagar,Garbage Issue,2025-01-09,Tree Falling,High,Pending,Karvenagar,Animal Nuisance,16,2024-06-13,High,5,"Great service, very happy.",Completed,5473,2024-10-09,5787,5473,Yes,Garbage Issue,Viman Nagar
C2952,"Frequent power cuts near Lane 41 in Chinchwad, needs investigation.",Chinchwad,Electricity Issue,2025-01-01,Streetlight Issue,Medium,Resolved,Vishrantwadi,Noise Pollution,9,2024-08-06,Medium,2,Issue still persists.,Completed,3421,2024-08-14,3037,3421,Yes,Electricity Issue,Chinchwad
C2953,"High noise levels from activities near Lane 4 in Parvati, disturbing peace.",Parvati,Noise Pollution,2025-01-28,Streetlight Issue,High,Pending,Chinchwad,Noise Pollution,2,2024-05-23,High,5,Appreciate the fast response.,Completed,5871,2024-12-08,5494,5871,Yes,Noise Pollution,Parvati
C2954,"Sewage overflow issue near Lane 8 in Pimpri, foul smell and waterlogging.",Pimpri,Sewage Problem,2025-02-22,Illegal Parking,High,Pending,Kondhwa,Tree Fall,15,2024-02-05,High,2,It was okay.,Completed,9478,2024-12-22,9376,9478,No,Sewage Problem,Pimpri
C2955,"High noise levels from activities near Lane 67 in Aundh, disturbing peace.",Aundh,Noise Pollution,2025-02-12,Animal Nuisance,Medium,Pending,Hadapsar,Street Light,19,2024-05-17,Medium,1,Took too long to resolve.,Completed,1680,2024-08-14,1972,1680,No,Noise Pollution,Aundh
C2956,"High noise levels from activities near Lane 50 in Viman Nagar, disturbing peace.",Viman Nagar,Noise Pollution,2025-01-02,Illegal Parking,High,Pending,Kothrud,Tree Fall,2,2024-12-08,High,5,Appreciate the fast response.,In Progress,0,,303,0,Yes,Noise Pollution,Viman Nagar
C2957,"High noise levels from activities near Lane 50 in Dhankawadi, disturbing peace.",Dhankawadi,Noise Pollution,2025-04-02,Electricity Issue,Low,Pending,Dhankawadi,Garbage Issue,11,2024-08-29,Low,2,Very poor response.,Completed,4170,2024-05-31,4384,4170,No,Noise Pollution,Dhankawadi
C2958,"Stray dogs causing fear near Lane 15 in NIBM Road, especially for kids.",NIBM Road,Animal Nuisance,2025-03-25,Animal Nuisance,Medium,In Progress,Balewadi,Drainage Problem,17,2024-01-07,Medium,4,"Resolved quickly, thanks!",Completed,8921,2024-05-02,8471,8921,Yes,Animal Nuisance,NIBM Road
C2959,"Tree fallen near Lane 52 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2025-02-02,Sewage Problem,Medium,Pending,Camp,Street Light,20,2024-01-20,Medium,5,"Resolved quickly, thanks!",Escalated,0,,282,0,No,Tree Falling,Koregaon Park
C2960,"Frequent power cuts near Lane 36 in Chinchwad, needs investigation.",Chinchwad,Electricity Issue,2025-04-06,Sewage Problem,Low,Pending,Dhanori,Drainage Problem,19,2024-07-02,Low,4,"Resolved quickly, thanks!",In Progress,0,,-177,0,No,Electricity Issue,Chinchwad
C2961,"Frequent power cuts near Lane 21 in Nigdi, needs investigation.",Nigdi,Electricity Issue,2025-02-08,Garbage Issue,Medium,Pending,Vishrantwadi,Garbage Issue,4,2024-06-03,Medium,4,"Great service, very happy.",Completed,6540,2024-03-18,6828,6540,No,Electricity Issue,Nigdi
C2962,"Water leakage from pipeline near Lane 9 in Hadapsar, needs urgent attention.",Hadapsar,Water Issue,2025-03-20,Animal Nuisance,Medium,Resolved,Dhanori,Sewage Overflow,19,2024-11-08,Medium,2,Not satisfied with the service.,Completed,7111,2025-01-20,6751,7111,Yes,Water Issue,Hadapsar
C2963,"Sewage overflow issue near Lane 38 in Chinchwad, foul smell and waterlogging.",Chinchwad,Sewage Problem,2025-01-20,Noise Pollution,Low,In Progress,Karvenagar,Drainage Problem,10,2024-02-18,Low,4,Issue handled professionally.,Completed,3138,2024-03-15,3107,3138,No,Sewage Problem,Chinchwad
C2964,"Streetlights not working near Lane 33 in Dhankawadi, causing night-time hazards.",Dhankawadi,Streetlight Issue,2025-02-17,Electricity Issue,High,Resolved,Camp,Noise Pollution,4,2024-10-01,High,2,It was okay.,Completed,3130,2024-06-05,3416,3130,No,Streetlight Issue,Dhankawadi
C2965,"Sewage overflow issue near Lane 44 in NIBM Road, foul smell and waterlogging.",NIBM Road,Sewage Problem,2025-02-26,Sewage Problem,Low,In Progress,Sinhagad Road,Drainage Problem,4,2024-06-26,Low,2,"Not bad, not great.",Rejected,0,,301,0,Yes,Sewage Problem,NIBM Road
C2966,"High noise levels from activities near Lane 62 in Shivajinagar, disturbing peace.",Shivajinagar,Noise Pollution,2025-02-08,Animal Nuisance,Medium,Pending,Kharadi,Tree Fall,5,2024-10-01,Medium,4,"Great service, very happy.",In Progress,0,,-167,0,No,Noise Pollution,Shivajinagar
C2967,"Damaged road with potholes near Lane 44 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2025-03-21,Streetlight Issue,High,Pending,Talegaon,Water Leakage,15,2024-10-02,High,5,"Resolved quickly, thanks!",Completed,5195,2025-03-26,5587,5195,Yes,Road Damage,Kondhwa
C2968,"Sewage overflow issue near Lane 56 in Wagholi, foul smell and waterlogging.",Wagholi,Sewage Problem,2025-01-28,Tree Falling,High,Pending,Bavdhan,Drainage Problem,4,2024-07-26,High,3,"Not bad, not great.",Completed,1964,2025-01-22,2427,1964,Yes,Sewage Problem,Wagholi
C2969,"Stray dogs causing fear near Lane 55 in Parvati, especially for kids.",Parvati,Animal Nuisance,2025-03-14,Garbage Issue,High,Pending,Camp,Sewage Overflow,6,2024-06-02,High,3,"Not bad, not great.",Completed,7882,2024-10-17,7754,7882,No,Animal Nuisance,Parvati
C2970,"Water leakage from pipeline near Lane 40 in Deccan, needs urgent attention.",Deccan,Water Issue,2025-01-21,Road Damage,Low,In Progress,Nigdi,Road Damage,6,2024-04-19,Low,5,"Resolved quickly, thanks!",Completed,3309,2024-12-28,3372,3309,No,Water Issue,Deccan
C2971,"Sewage overflow issue near Lane 20 in Balewadi, foul smell and waterlogging.",Balewadi,Sewage Problem,2025-03-02,Electricity Issue,Low,Pending,Kharadi,Animal Nuisance,11,2024-06-24,Low,4,Issue handled professionally.,Completed,8240,2024-06-30,8233,8240,No,Sewage Problem,Balewadi
C2972,"Uncollected garbage near Lane 67 in Pashan, causing health concerns.",Pashan,Garbage Issue,2025-01-14,Garbage Issue,High,In Progress,Pimpri,Water Leakage,6,2024-02-28,High,4,Appreciate the fast response.,Rejected,0,,38,0,No,Garbage Issue,Pashan
C2973,"Tree fallen near Lane 24 in Thergaon, blocking road and footpath.",Thergaon,Tree Falling,2025-02-16,Sewage Problem,High,Resolved,Dhankawadi,Illegal Construction,18,2024-12-08,High,5,"Great service, very happy.",Escalated,0,,168,0,No,Tree Falling,Thergaon
C2974,"High noise levels from activities near Lane 27 in Kondhwa, disturbing peace.",Kondhwa,Noise Pollution,2025-04-10,Streetlight Issue,Low,Pending,Wakad,Illegal Construction,10,2024-06-19,Low,5,Very satisfied with the resolution.,Completed,7731,2024-05-11,7981,7731,No,Noise Pollution,Kondhwa
C2975,"Uncollected garbage near Lane 55 in Pashan, causing health concerns.",Pashan,Garbage Issue,2025-02-15,Electricity Issue,Medium,Resolved,Fursungi,Animal Nuisance,16,2024-12-21,Medium,4,Appreciate the fast response.,Completed,1109,2024-01-10,764,1109,Yes,Garbage Issue,Pashan
C2976,"Damaged road with potholes near Lane 6 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2025-04-07,Road Damage,High,In Progress,Baner,Sewage Overflow,10,2024-07-18,High,5,Appreciate the fast response.,Completed,7442,2024-09-03,7232,7442,No,Road Damage,Nigdi
C2977,"Stray dogs causing fear near Lane 18 in Chinchwad, especially for kids.",Chinchwad,Animal Nuisance,2025-03-05,Animal Nuisance,Medium,Pending,Swargate,Tree Fall,9,2024-06-28,Medium,5,Appreciate the fast response.,In Progress,0,,147,0,No,Animal Nuisance,Chinchwad
C2978,"Damaged road with potholes near Lane 51 in Kothrud, dangerous for vehicles.",Kothrud,Road Damage,2025-03-25,Sewage Problem,Medium,In Progress,Sinhagad Road,Tree Fall,12,2024-05-18,Medium,5,"Resolved quickly, thanks!",Completed,5505,2024-04-24,5148,5505,Yes,Road Damage,Kothrud
C2979,"Uncollected garbage near Lane 9 in Dhanori, causing health concerns.",Dhanori,Garbage Issue,2025-03-16,Water Issue,Medium,In Progress,Dhankawadi,Animal Nuisance,1,2024-07-07,Medium,4,"Great service, very happy.",Completed,6476,2024-02-08,6081,6476,Yes,Garbage Issue,Dhanori
C2980,"Water leakage from pipeline near Lane 50 in Shivajinagar, needs urgent attention.",Shivajinagar,Water Issue,2025-03-07,Tree Falling,Low,Resolved,Aundh,Noise Pollution,18,2024-09-27,Low,4,"Great service, very happy.",In Progress,0,,-81,0,No,Water Issue,Shivajinagar
C2981,"Unauthorized parking near Lane 11 in Bavdhan, causing congestion.",Bavdhan,Illegal Parking,2025-03-27,Sewage Problem,High,Pending,Pashan,Noise Pollution,17,2024-08-07,High,5,"Great service, very happy.",Escalated,0,,169,0,No,Illegal Parking,Bavdhan
C2982,"High noise levels from activities near Lane 47 in Pimpri, disturbing peace.",Pimpri,Noise Pollution,2025-01-19,Tree Falling,Medium,In Progress,Pimpri,Road Damage,7,2024-10-17,Medium,4,"Resolved quickly, thanks!",Completed,2960,2024-04-16,3117,2960,No,Noise Pollution,Pimpri
C2983,"Stray dogs causing fear near Lane 28 in Hadapsar, especially for kids.",Hadapsar,Animal Nuisance,2025-02-22,Illegal Parking,High,In Progress,Chinchwad,Street Light,5,2024-04-18,High,2,Took some time but resolved.,In Progress,0,,-499,0,Yes,Animal Nuisance,Hadapsar
C2984,"Frequent power cuts near Lane 27 in Warje, needs investigation.",Warje,Electricity Issue,2025-02-13,Illegal Parking,High,In Progress,Parvati,Animal Nuisance,18,2024-12-13,High,5,Issue handled professionally.,In Progress,0,,444,0,Yes,Electricity Issue,Warje
C2985,"Streetlights not working near Lane 35 in Balewadi, causing night-time hazards.",Balewadi,Streetlight Issue,2025-04-11,Electricity Issue,Low,In Progress,Dhankawadi,Garbage Issue,15,2024-04-14,Low,5,Issue handled professionally.,Rejected,0,,88,0,No,Streetlight Issue,Balewadi
C2986,"Frequent power cuts near Lane 13 in Wagholi, needs investigation.",Wagholi,Electricity Issue,2025-02-01,Garbage Issue,Medium,In Progress,Talegaon,Animal Nuisance,9,2024-12-05,Medium,3,It was okay.,Completed,903,2024-05-27,1046,903,No,Electricity Issue,Wagholi
C2987,"Streetlights not working near Lane 41 in Dhankawadi, causing night-time hazards.",Dhankawadi,Streetlight Issue,2025-04-06,Garbage Issue,Low,Resolved,Nanded,Road Damage,5,2024-03-09,Low,1,Issue still persists.,In Progress,0,,-411,0,Yes,Streetlight Issue,Dhankawadi
C2988,"Water leakage from pipeline near Lane 36 in Erandwane, needs urgent attention.",Erandwane,Water Issue,2025-03-03,Water Issue,Low,In Progress,Sinhagad Road,Drainage Problem,12,2024-11-20,Low,4,Very satisfied with the resolution.,Completed,6313,2024-12-19,6157,6313,No,Water Issue,Erandwane
C2989,"Stray dogs causing fear near Lane 33 in Viman Nagar, especially for kids.",Viman Nagar,Animal Nuisance,2025-03-07,Noise Pollution,High,Resolved,Aundh,Noise Pollution,8,2024-12-14,High,1,Took too long to resolve.,Rejected,0,,-151,0,No,Animal Nuisance,Viman Nagar
C2990,"Stray dogs causing fear near Lane 41 in Pimpri, especially for kids.",Pimpri,Animal Nuisance,2025-01-13,Water Issue,High,In Progress,Bibwewadi,Sewage Overflow,8,2024-11-26,High,3,Average service.,Completed,7325,2024-11-29,7283,7325,No,Animal Nuisance,Pimpri
C2991,"Frequent power cuts near Lane 8 in Pimpri, needs investigation.",Pimpri,Electricity Issue,2025-01-17,Garbage Issue,Low,In Progress,Warje,Garbage Issue,16,2024-10-10,Low,5,Very satisfied with the resolution.,Completed,4447,2024-09-03,4209,4447,No,Electricity Issue,Pimpri
C2992,"Frequent power cuts near Lane 63 in Swargate, needs investigation.",Swargate,Electricity Issue,2025-01-15,Garbage Issue,High,Pending,Dhankawadi,Animal Nuisance,14,2024-07-22,High,5,"Resolved quickly, thanks!",Completed,7605,2024-10-15,7455,7605,No,Electricity Issue,Swargate
C2993,"Damaged road with potholes near Lane 56 in Shivajinagar, dangerous for vehicles.",Shivajinagar,Road Damage,2025-02-20,Road Damage,Low,Resolved,Aundh,Street Light,7,2024-09-26,Low,5,"Great service, very happy.",Completed,665,2024-06-24,272,665,Yes,Road Damage,Shivajinagar
C2994,"Frequent power cuts near Lane 4 in Shivajinagar, needs investigation.",Shivajinagar,Electricity Issue,2025-01-06,Electricity Issue,High,Pending,Vishrantwadi,Sewage Overflow,4,2024-03-16,High,2,It was okay.,In Progress,0,,85,0,No,Electricity Issue,Shivajinagar
C2995,"Water leakage from pipeline near Lane 28 in Model Colony, needs urgent attention.",Model Colony,Water Issue,2025-01-17,Electricity Issue,Low,Pending,Kothrud,Noise Pollution,19,2024-03-27,Low,5,"Great service, very happy.",Completed,7689,2024-04-10,7227,7689,Yes,Water Issue,Model Colony
C2996,"Stray dogs causing fear near Lane 25 in Bibwewadi, especially for kids.",Bibwewadi,Animal Nuisance,2025-02-20,Animal Nuisance,Low,Pending,Pimpri,Street Light,3,2024-10-24,Low,5,"Great service, very happy.",Completed,4742,2024-09-21,5150,4742,Yes,Animal Nuisance,Bibwewadi
C2997,"Frequent power cuts near Lane 65 in Deccan, needs investigation.",Deccan,Electricity Issue,2025-01-18,Road Damage,Low,Resolved,Chinchwad,Garbage Issue,12,2024-07-05,Low,4,"Great service, very happy.",Completed,4237,2025-04-03,3895,4237,Yes,Electricity Issue,Deccan
C2998,"Tree fallen near Lane 68 in Bavdhan, blocking road and footpath.",Bavdhan,Tree Falling,2025-01-11,Garbage Issue,Medium,Pending,Bibwewadi,Water Leakage,8,2024-06-25,Medium,4,Issue handled professionally.,Completed,1764,2024-04-23,1846,1764,No,Tree Falling,Bavdhan
