area,department,month,total_spent,complaints_handled,avg_cost,performance
Dhanori,Animal Control and Welfare Department,May 2024,73668,84,877,Bad
Dhanori,Animal Control and Welfare Department,June 2024,6363,9,707,Good
Dhanori,Animal Control and Welfare Department,July 2024,126148,61,2068,Bad
Dhanori,Animal Control and Welfare Department,August 2024,70078,74,947,Bad
Dhanori,Animal Control and Welfare Department,September 2024,8829,9,981,Good
Dhanori,Animal Control and Welfare Department,October 2024,28652,26,1102,Good
Dhanori,Animal Control and Welfare Department,November 2024,38304,72,532,Bad
Dhanori,Animal Control and Welfare Department,December 2024,20922,33,634,Good
Dhanori,Sewerage and Drainage Department,January 2024,95128,44,2162,Good
Dhanori,Sewerage and Drainage Department,February 2024,38850,14,2775,Good
Dhanori,Sewerage and Drainage Department,March 2024,116795,71,1645,Bad
Dhanori,Sewerage and Drainage Department,April 2024,266580,90,2962,Bad
Dhanori,Sewerage and Drainage Department,May 2024,134560,58,2320,Bad
Dhanori,Sewerage and Drainage Department,June 2024,191979,83,2313,Bad
Dhanori,Sewerage and Drainage Department,July 2024,108675,63,1725,Bad
Dhanori,Sewerage and Drainage Department,August 2024,62944,28,2248,Good
Dhanori,Sewerage and Drainage Department,September 2024,87710,70,1253,Bad
Dhanori,Sewerage and Drainage Department,October 2024,34944,64,546,Bad
Dhanori,Sewerage and Drainage Department,November 2024,92004,34,2706,Good
Dhanori,Sewerage and Drainage Department,December 2024,161271,99,1629,Bad
Vishrantwadi,Municipal Waste Management Department,January 2024,44319,33,1343,Good
Vishrantwadi,Municipal Waste Management Department,February 2024,66735,45,1483,Good
Vishrantwadi,Municipal Waste Management Department,March 2024,159788,86,1858,Bad
Vishrantwadi,Municipal Waste Management Department,April 2024,37032,24,1543,Good
Vishrantwadi,Municipal Waste Management Department,May 2024,87030,30,2901,Good
Vishrantwadi,Municipal Waste Management Department,June 2024,24336,24,1014,Good
Vishrantwadi,Municipal Waste Management Department,July 2024,164164,91,1804,Bad
Vishrantwadi,Municipal Waste Management Department,August 2024,112008,39,2872,Good
Vishrantwadi,Municipal Waste Management Department,September 2024,97732,53,1844,Bad
Vishrantwadi,Municipal Waste Management Department,October 2024,127908,44,2907,Good
Vishrantwadi,Municipal Waste Management Department,November 2024,101780,35,2908,Good
Vishrantwadi,Municipal Waste Management Department,December 2024,36344,56,649,Bad
Vishrantwadi,Water Supply and Sanitation Department,January 2024,42284,62,682,Bad
Vishrantwadi,Water Supply and Sanitation Department,February 2024,160776,84,1914,Bad
Vishrantwadi,Water Supply and Sanitation Department,March 2024,134211,83,1617,Bad
Vishrantwadi,Water Supply and Sanitation Department,April 2024,29452,37,796,Good
Vishrantwadi,Water Supply and Sanitation Department,May 2024,62496,93,672,Bad
Vishrantwadi,Water Supply and Sanitation Department,June 2024,56985,29,1965,Good
Vishrantwadi,Water Supply and Sanitation Department,July 2024,29530,10,2953,Good
Vishrantwadi,Water Supply and Sanitation Department,August 2024,128070,90,1423,Bad
Vishrantwadi,Water Supply and Sanitation Department,September 2024,266911,89,2999,Bad
Vishrantwadi,Water Supply and Sanitation Department,October 2024,59294,23,2578,Good
Vishrantwadi,Water Supply and Sanitation Department,November 2024,28952,56,517,Bad
Vishrantwadi,Water Supply and Sanitation Department,December 2024,148359,51,2909,Bad
Vishrantwadi,Electricity Distribution Department,January 2024,17580,6,2930,Good
Vishrantwadi,Electricity Distribution Department,February 2024,119364,98,1218,Bad
Vishrantwadi,Electricity Distribution Department,March 2024,49118,82,599,Bad
Vishrantwadi,Electricity Distribution Department,April 2024,230637,87,2651,Bad
Vishrantwadi,Electricity Distribution Department,May 2024,25812,27,956,Good
Vishrantwadi,Electricity Distribution Department,June 2024,107464,76,1414,Bad
Vishrantwadi,Electricity Distribution Department,July 2024,147594,51,2894,Bad
Vishrantwadi,Electricity Distribution Department,August 2024,75129,79,951,Bad
Vishrantwadi,Electricity Distribution Department,September 2024,43296,33,1312,Good
Vishrantwadi,Electricity Distribution Department,October 2024,226634,94,2411,Bad
Vishrantwadi,Electricity Distribution Department,November 2024,218539,83,2633,Bad
Vishrantwadi,Electricity Distribution Department,December 2024,64285,43,1495,Good
Vishrantwadi,Public Works Department,January 2024,82611,67,1233,Bad
Vishrantwadi,Public Works Department,February 2024,11340,6,1890,Good
Vishrantwadi,Public Works Department,March 2024,51701,97,533,Bad
Vishrantwadi,Public Works Department,April 2024,82340,46,1790,Good
Vishrantwadi,Public Works Department,May 2024,37440,40,936,Good
Vishrantwadi,Public Works Department,June 2024,283239,99,2861,Bad
Vishrantwadi,Public Works Department,July 2024,45104,16,2819,Good
Vishrantwadi,Public Works Department,August 2024,142450,70,2035,Bad
Vishrantwadi,Public Works Department,September 2024,12940,5,2588,Good
Vishrantwadi,Public Works Department,October 2024,15840,22,720,Good
Vishrantwadi,Public Works Department,November 2024,28110,10,2811,Good
Vishrantwadi,Public Works Department,December 2024,147980,70,2114,Bad
Vishrantwadi,Environmental Protection Department,January 2024,204364,76,2689,Bad
Vishrantwadi,Environmental Protection Department,February 2024,20672,34,608,Good
Vishrantwadi,Environmental Protection Department,March 2024,10906,14,779,Good
Vishrantwadi,Environmental Protection Department,April 2024,53627,47,1141,Good
Vishrantwadi,Environmental Protection Department,May 2024,73086,39,1874,Good
Vishrantwadi,Environmental Protection Department,June 2024,79800,35,2280,Good
Vishrantwadi,Environmental Protection Department,July 2024,177202,82,2161,Bad
Vishrantwadi,Environmental Protection Department,August 2024,25396,14,1814,Good
Vishrantwadi,Environmental Protection Department,September 2024,105950,65,1630,Bad
Vishrantwadi,Environmental Protection Department,October 2024,150822,98,1539,Bad
Vishrantwadi,Environmental Protection Department,November 2024,68011,23,2957,Good
Vishrantwadi,Environmental Protection Department,December 2024,60375,23,2625,Good
Vishrantwadi,Traffic and Transportation Department,January 2024,132342,46,2877,Good
Vishrantwadi,Traffic and Transportation Department,February 2024,63128,52,1214,Bad
Vishrantwadi,Traffic and Transportation Department,March 2024,9822,6,1637,Good
Vishrantwadi,Traffic and Transportation Department,April 2024,148614,62,2397,Bad
Vishrantwadi,Traffic and Transportation Department,May 2024,84778,46,1843,Good
Vishrantwadi,Traffic and Transportation Department,June 2024,159856,97,1648,Bad
Vishrantwadi,Traffic and Transportation Department,July 2024,49980,30,1666,Good
Vishrantwadi,Traffic and Transportation Department,August 2024,154448,56,2758,Bad
Vishrantwadi,Traffic and Transportation Department,September 2024,76080,48,1585,Good
Vishrantwadi,Traffic and Transportation Department,October 2024,44660,55,812,Bad
Vishrantwadi,Traffic and Transportation Department,November 2024,32360,40,809,Good
Vishrantwadi,Traffic and Transportation Department,December 2024,196180,68,2885,Bad
Vishrantwadi,Environmental Protection Department,January 2024,167736,87,1928,Bad
Vishrantwadi,Environmental Protection Department,February 2024,145900,50,2918,Bad
Vishrantwadi,Environmental Protection Department,March 2024,198975,75,2653,Bad
Vishrantwadi,Environmental Protection Department,April 2024,38513,19,2027,Good
Vishrantwadi,Environmental Protection Department,May 2024,5635,7,805,Good
Vishrantwadi,Environmental Protection Department,June 2024,5742,11,522,Good
Vishrantwadi,Environmental Protection Department,July 2024,93480,76,1230,Bad
Vishrantwadi,Environmental Protection Department,August 2024,57800,100,578,Bad
Vishrantwadi,Environmental Protection Department,September 2024,51880,40,1297,Good
Vishrantwadi,Environmental Protection Department,October 2024,30456,12,2538,Good
Vishrantwadi,Environmental Protection Department,November 2024,188364,66,2854,Bad
Vishrantwadi,Environmental Protection Department,December 2024,226019,79,2861,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,January 2024,12516,21,596,Good
Vishrantwadi,Urban Forestry and Landscaping Department,February 2024,27420,20,1371,Good
Vishrantwadi,Urban Forestry and Landscaping Department,March 2024,21489,39,551,Good
Vishrantwadi,Urban Forestry and Landscaping Department,April 2024,222456,93,2392,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,May 2024,133663,73,1831,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,June 2024,147968,64,2312,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,July 2024,43656,51,856,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,August 2024,26480,16,1655,Good
Vishrantwadi,Urban Forestry and Landscaping Department,September 2024,107619,87,1237,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,October 2024,204926,79,2594,Bad
Vishrantwadi,Urban Forestry and Landscaping Department,November 2024,73161,33,2217,Good
Vishrantwadi,Urban Forestry and Landscaping Department,December 2024,175425,75,2339,Bad
Vishrantwadi,Animal Control and Welfare Department,January 2024,164288,68,2416,Bad
Vishrantwadi,Animal Control and Welfare Department,February 2024,51874,74,701,Bad
Vishrantwadi,Animal Control and Welfare Department,March 2024,157086,54,2909,Bad
Vishrantwadi,Animal Control and Welfare Department,April 2024,36088,52,694,Bad
Vishrantwadi,Animal Control and Welfare Department,May 2024,89820,36,2495,Good
Vishrantwadi,Animal Control and Welfare Department,June 2024,121878,74,1647,Bad
Vishrantwadi,Animal Control and Welfare Department,July 2024,12040,7,1720,Good
Vishrantwadi,Animal Control and Welfare Department,August 2024,83394,41,2034,Good
Vishrantwadi,Animal Control and Welfare Department,September 2024,37450,25,1498,Good
Vishrantwadi,Animal Control and Welfare Department,October 2024,140790,65,2166,Bad
Vishrantwadi,Animal Control and Welfare Department,November 2024,126000,72,1750,Bad
Vishrantwadi,Animal Control and Welfare Department,December 2024,67727,47,1441,Good
Vishrantwadi,Sewerage and Drainage Department,January 2024,220066,77,2858,Bad
Vishrantwadi,Sewerage and Drainage Department,February 2024,86802,69,1258,Bad
Vishrantwadi,Sewerage and Drainage Department,March 2024,81091,83,977,Bad
Vishrantwadi,Sewerage and Drainage Department,April 2024,92412,51,1812,Bad
Vishrantwadi,Sewerage and Drainage Department,May 2024,33453,27,1239,Good
Vishrantwadi,Sewerage and Drainage Department,June 2024,139620,60,2327,Bad
Vishrantwadi,Sewerage and Drainage Department,July 2024,67716,57,1188,Bad
Vishrantwadi,Sewerage and Drainage Department,August 2024,9016,7,1288,Good
Vishrantwadi,Sewerage and Drainage Department,September 2024,258780,95,2724,Bad
Vishrantwadi,Sewerage and Drainage Department,October 2024,28176,12,2348,Good
Vishrantwadi,Sewerage and Drainage Department,November 2024,44115,17,2595,Good
Vishrantwadi,Sewerage and Drainage Department,December 2024,8180,10,818,Good
Dhankawadi,Municipal Waste Management Department,January 2024,91605,93,985,Bad
Dhankawadi,Municipal Waste Management Department,February 2024,50652,28,1809,Good
Dhankawadi,Municipal Waste Management Department,March 2024,46930,38,1235,Good
Dhankawadi,Municipal Waste Management Department,April 2024,47645,65,733,Bad
Dhankawadi,Municipal Waste Management Department,May 2024,174152,88,1979,Bad
Dhankawadi,Municipal Waste Management Department,June 2024,18240,19,960,Good
Dhankawadi,Municipal Waste Management Department,July 2024,86815,97,895,Bad
Dhankawadi,Municipal Waste Management Department,August 2024,30845,31,995,Good
Dhankawadi,Municipal Waste Management Department,September 2024,68510,65,1054,Bad
Dhankawadi,Municipal Waste Management Department,October 2024,31305,15,2087,Good
Dhankawadi,Municipal Waste Management Department,November 2024,141546,62,2283,Bad
Dhankawadi,Municipal Waste Management Department,December 2024,23166,22,1053,Good
Dhankawadi,Water Supply and Sanitation Department,January 2024,232388,82,2834,Bad
Dhankawadi,Water Supply and Sanitation Department,February 2024,32872,14,2348,Good
Dhankawadi,Water Supply and Sanitation Department,March 2024,100532,82,1226,Bad
Dhankawadi,Water Supply and Sanitation Department,April 2024,78416,29,2704,Good
Dhankawadi,Water Supply and Sanitation Department,May 2024,153450,90,1705,Bad
Dhankawadi,Water Supply and Sanitation Department,June 2024,117696,96,1226,Bad
Dhankawadi,Water Supply and Sanitation Department,July 2024,36396,27,1348,Good
Dhankawadi,Water Supply and Sanitation Department,August 2024,30324,57,532,Bad
Dhankawadi,Water Supply and Sanitation Department,September 2024,89318,71,1258,Bad
Dhankawadi,Water Supply and Sanitation Department,October 2024,62084,83,748,Bad
Dhankawadi,Water Supply and Sanitation Department,November 2024,100800,45,2240,Good
Dhankawadi,Water Supply and Sanitation Department,December 2024,193788,84,2307,Bad
Dhankawadi,Electricity Distribution Department,January 2024,168894,66,2559,Bad
Dhankawadi,Electricity Distribution Department,February 2024,58926,21,2806,Good
Dhankawadi,Electricity Distribution Department,March 2024,5684,7,812,Good
Dhankawadi,Electricity Distribution Department,April 2024,219784,83,2648,Bad
Dhankawadi,Electricity Distribution Department,May 2024,276489,93,2973,Bad
Dhankawadi,Electricity Distribution Department,June 2024,31250,25,1250,Good
Dhankawadi,Electricity Distribution Department,July 2024,72960,32,2280,Good
Dhankawadi,Electricity Distribution Department,August 2024,92664,88,1053,Bad
Dhankawadi,Electricity Distribution Department,September 2024,79924,52,1537,Bad
Dhankawadi,Electricity Distribution Department,October 2024,112032,72,1556,Bad
Dhankawadi,Electricity Distribution Department,November 2024,6482,7,926,Good
Dhankawadi,Electricity Distribution Department,December 2024,134190,90,1491,Bad
Dhankawadi,Public Works Department,January 2024,94122,83,1134,Bad
